Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer,School District,Year,,,
Invoice,9/21/15,INV14284,Over-the-Board Mount Bracket for Activboard,1,$129.00,$129.00,CA,Poly High School,Riverside Unified School District,2015,,,
Invoice,2/11/15,INV13336,ActivPen4 nibs2 - For ActivPen with date code (on back of pen) of 11/10 and newer (100-pack),1,$129.00,$129.00,CA,SIERRA LINDA Elementary School,Oxnard Elementary School District,2015,,,
Invoice,2/6/15,INV13322,Pro HDMI to VGA & Audio Adapter Converter,2,$63.80,$127.60,CA,Calaveras County Office of Education,Calaveras County Office Of Education School District,2015,,,
Invoice,7/23/15,INV13979,Gender Changer - Connects Female to Female cable ends. Will be used to connect VGA cables to projectors.,24,$5.24,$125.76,NV,Billinghurst Middle School,Washoe County School District,2015,,,
Invoice,3/31/15,INV13536,Promethean PRM-32-35 replacement lamp,1,$125.10,$125.10,WA,Our Lady of the Lake Catholic School,PRIVATE,2015,,,
Invoice,6/8/15,INV13794,"PRM-30 Replacement Lamp (2"" lens centered in the middle of the projector) (AKA POA-LMP140)",1,$125.00,$125.00,WA,Columbia Elementary School,Mukilteo School District 6,2015,,,
Invoice,8/25/15,INV14128,ACT Professional Services - Installation of Audio Enhancement CA 50 System,1,$125.00,$125.00,CA,Ripon Christian Schools,PRIVATE,2015,,,
Invoice,8/26/15,INV14143,BoxLight DALLAS-710 Remote for P8 and Dallas WX31NXT,2,$62.00,$124.00,CA,Pershing Continuation High School,Central Unified School District,2015,,,
Invoice,2/6/15,INV13322,"HDMI, VGA 3.5mm Audio & USB Pass Through Single Gang Wall Plate - Aluminum",2,$60.00,$120.00,CA,Calaveras County Office of Education,Calaveras County Office Of Education School District,2015,,,
Invoice,1/30/15,INV13277,Vantage Point flush mount CGUPM06-S,2,$60.00,$120.00,CA,Coalinga-Huron Unified School District,Coalinga-Huron Unified School District,2015,,,
Invoice,5/11/15,INV13680,Audio Enhancement External Lapel Microphone (omni-directional microphone),1,$120.00,$120.00,,Elizabeth Lenz Elem School,Washoe County School District,2015,,,
Invoice,3/17/15,INV13484,Vantage Point flush mount CGUPM06-S,2,$60.00,$120.00,CA,Liddell Elementary School,Central Unified School District,2015,,,
Invoice,9/29/15,INV14328,"Promethean DLP Remote Remote control for PRM-35, EST-P1 and UST-P1 DLP Projectors",3,$40.00,$120.00,CA,Poly High School,Riverside Unified School District,2015,,,
Invoice,6/25/15,INV13874,Vantage Point flush mount CGUPM06-S,2,$60.00,$120.00,CA,Walt Tyler Elementary School,Pioneer Union Elementary School District,2015,,,
Invoice,11/16/15,INV14635,Vantage Point flush mount CGUPM06-S,2,$59.70,$119.40,CA,Central High School - West Campus,Los Angeles Unified School District,2015,,,
Invoice,12/15/15,INV14757,Vantage Point flush mount CGUPM06-S,2,$59.70,$119.40,CA,Ramona High School,Ramona Unified School District,2015,,,
Invoice,3/16/15,INV13476,Over the board mount bracket for Activboard,1,$119.00,$119.00,CA,Integrated Technologies Group,COMPANY,2015,,,
Invoice,3/18/15,INV13494,Audio Enhancement External Lapel Microphone (omni-directional microphone),1,$119.00,$119.00,WA,Marysville School District 25,Marysville School District 25,2015,,,
Invoice,3/19/15,INV13501,ActivPen pack of 2 for previous versions of ActivBoards,2,$59.00,$118.00,,Hidden Valley Elementary School,Washoe County School District,2015,,,
Invoice,1/14/15,INV13186,"Promethean DLP Remote Remote control for PRM-35, EST-P1 and UST-P1 DLP Projectors",2,$59.00,$118.00,CA,Joint Base Elmendorf (Anchorage),COMPANY,2015,,,
Invoice,9/24/15,INV14305,ActivPen pack of 2 for previous versions of ActivBoards *** Please note: there is a 10-Pack available for $199. ***,2,$59.00,$118.00,WA,Mercer Island School District 400,Mercer Island School District 400,2015,,,
Invoice,3/26/15,INV13516,ActivPen pack of 2 for previous versions of ActivBoards,2,$59.00,$118.00,,Renaissance School,Lake Washington School District 414,2015,,,
Invoice,4/16/15,INV13571,"PRM-32 DLP Projector 3YR RFR PRM-32 DLP Projector - Extension & Enhancement, Return for Repair Cover, 3 Years",1,$116.00,$116.00,CA,Frank Sparkes Elementary,Winton School District,2015,,,
Invoice,4/30/15,INV13643,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$112.00,$112.00,NV,Academy Of Arts Careers & Tech,COMPANY,2015,,,
Invoice,8/14/15,INV14101,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$112.00,$112.00,WA,Camas High School,Camas School District,2015,,,
Invoice,1/8/15,INV13170,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$112.00,$112.00,,Edwin Dodson Elementary School,Washoe County School District,2015,,,
Invoice,1/8/15,INV13170,"PRM-30 Replacement Lamp (2"" lens centered in the middle of the projector) (AKA POA-LMP140)",1,$112.00,$112.00,,Edwin Dodson Elementary School,Washoe County School District,2015,,,
Invoice,1/8/15,INV13170,Promethean PRM-32-35 replacement lamp,1,$112.00,$112.00,,Edwin Dodson Elementary School,Washoe County School District,2015,,,
Invoice,12/1/15,INV14709,"BoxLight ECO-710 Replacement remote for ECO X26N, X30N, WX32N, X27NST, X32NST, WX32NST * Price includes shipping fees *",2,$56.00,$112.00,WA,Granger School District 204,Granger School District 204,2015,,,
Invoice,1/7/15,INV13156,Promethean PRM-32-35 replacement lamp,1,$112.00,$112.00,,North Valleys High School,Washoe County School District,2015,,,
Invoice,2/24/15,INV13411,"PRM-30 Replacement Lamp (2"" lens centered in the middle of the projector) (AKA POA-LMP140)",1,$112.00,$112.00,NV,Pershing County School District,Pershing County School District,2015,,,
Invoice,2/24/15,INV13411,Promethean PRM-32-35 replacement lamp,1,$112.00,$112.00,NV,Pershing County School District,Pershing County School District,2015,,,
Invoice,3/24/15,INV13509,"PRM-30 Replacement Lamp (2"" lens centered in the middle of the projector) (AKA POA-LMP140)",1,$112.00,$112.00,NV,Pershing County School District,Pershing County School District,2015,,,
Invoice,1/7/15,INV13160,Promethean PRM-32-35 replacement lamp,1,$112.00,$112.00,WA,Starbuck School District 35,Starbuck School District 35,2015,,,
Invoice,9/15/15,INV14252,HDMI to VGA Dongle w/Power + 3.5mm Audio,2,$53.00,$106.00,CA,Frank Augustus Miller Middle,Riverside Unified School District,2015,,,
Invoice,12/28/15,INV14798,Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Asa Mercer Middle School,Seattle Public Schools,2015,,,
Invoice,4/16/15,INV13573,Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Chain Lake Elementary School,Monroe School District 103,2015,,,
Invoice,10/8/15,INV14409,Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Dearborn Park Elem School,Seattle Public Schools,2015,,,
Invoice,10/1/15,INV14349,Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Holy Rosary School - Edmonds,PRIVATE,2015,,,
Invoice,9/9/15,INV14205,Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,OR,InterMountain ESD,EDUCATIONAL SERVICES,2015,,,
Invoice,10/15/15,INV14452,Audio Enhancement Dual Microphone Charger AEBC-09,3,$35.00,$105.00,NV,Jessie Beck Elementary School,Washoe County School District,2015,,,
Invoice,10/8/15,INV14407,Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northgate Elementary School,Seattle Public Schools,2015,,,
Invoice,7/28/15,INV14015,Leota JH- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/28/15,INV14527,Arrowhead- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/28/15,INV14526,Kenmore El- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/28/15,INV14525,Kokanee- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/28/15,INV14524,Maywood Hills- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14544,Inglemoor- Bracket to mount Activboard over existing whiteboard room 401,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/29/15,INV14545,Moorlands- Bracket to mount Activboard over existing whiteboard room 607,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/30/15,INV14566,Bear Creek- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,10/30/15,INV14563,Support services- Bracket to mount Activboard over existing whiteboard,1,$105.00,$105.00,WA,Northshore School District 417,Northshore School District 417,2015,,,
Invoice,5/11/15,INV13674,Visual Dictionary Interactive Image Package - yearly recurring fee,1,$100.33,$100.33,WA,Archbishop Murphy,PRIVATE,2015,,,
Invoice,6/25/15,INV13875,WCSD Asbestos/Lead procedure,1,$100.00,$100.00,NV,Incline High School,Washoe County School District,2015,,,
Invoice,3/30/15,INV13529,Spider Mount,4,$25.00,$100.00,CA,National School District,National School District,2015,,,
Invoice,7/27/15,INV13998,ROOM 17 ACT PROFESSIONAL SERVICES - Installation for Audio Enhancement CA-50 System with 2-Wall Mount Speakers,1,$100.00,$100.00,CA,North County Joint Union School District,North County Joint Union School District,2015,,,
Invoice,6/23/15,INV13845,SoundLite wall brackets,2,$50.00,$100.00,WA,St. Philomena Catholic School,PRIVATE,2015,,,
Invoice,1/14/15,INV13185,"PRM-30 Replacement Lamp (2"" lens centered in the middle of the projector) (AKA POA-LMP140)",1,$99.77,$99.77,OR,Grants Pass School District 7,Grants Pass School District 7,2015,,,
Invoice,1/27/15,INV13261,"ActivPen Student 50 -2 Pack - for use with 100, 300 & 300 Pro and 500 Pro ranges",1,$99.77,$99.77,OR,Montclair Elementary School,Beaverton School District,2015,,,
Invoice,2/2/15,INV13283,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$99.16,$99.16,OR,Groner Elementary School,Hillsboro School District,2015,,,
Invoice,5/21/15,INV13726,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$99.16,$99.16,OR,Klamath Falls City Schools,Klamath Falls City Schools,2015,,,
Invoice,6/8/15,INV13796,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$99.16,$99.16,OR,Klamath Falls City Schools,Klamath Falls City Schools,2015,,,
Invoice,2/24/15,INV13403,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Lake Washington School District 414,Lake Washington School District 414,2015,,,
Invoice,5/28/15,INV13747,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Lake Washington School District 414,Lake Washington School District 414,2015,,,
Invoice,7/20/15,INV13964,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Lake Washington School District 414,Lake Washington School District 414,2015,,,
Invoice,6/29/15,INV13884,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,AK,Anchor Lutheran School,PRIVATE,2015,,,
Invoice,2/2/15,INV13289,EST-P1-Lamp - Replacement lamp for extreme short-throw P1,1,$99.00,$99.00,WA,Asa Mercer Middle School,Seattle Public Schools,2015,,,
Invoice,2/17/15,INV13361,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Bremerton School District 100-C,Bremerton School District 100-C,2015,,,
Invoice,10/13/15,INV14430,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Carl Sandburg Elem School,Lake Washington School District 414,2015,,,
Invoice,10/13/15,INV14431,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Carl Sandburg Elem School,Lake Washington School District 414,2015,,,
Invoice,11/17/15,INV14653,EST-P1-Lamp - Replacement lamp for extreme short-throw P1,1,$99.00,$99.00,WA,Cedarcrest High School,Riverview School District,2015,,,
Invoice,3/26/15,INV13521,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Central Kitsap School District 401,Central Kitsap School District 401,2015,,,
Invoice,5/28/15,INV13748,Promethean PRM-32-35 replacement lamp,1,$99.00,$99.00,OR,Central Point Elementary School,Central Point School District,2015,,,
Invoice,6/3/15,INV13782,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126)",1,$99.00,$99.00,,Chester Valley Elementary School,Anchorage School District,2015,,,
Invoice,5/27/15,INV13741,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Cougar Creek Elementary School,Lakewood School District 306,2015,,,
Invoice,9/9/15,INV14201,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Cougar Creek Elementary School,Lakewood School District 306,2015,,,
Invoice,8/31/15,INV14185,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Dearborn Park Elem School,Seattle Public Schools,2015,,,
Invoice,4/30/15,INV13637,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,NV,Edward C Reed High School,Washoe County School District,2015,,,
Invoice,10/12/15,INV14426,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Granger School District 204,Granger School District 204,2015,,,
Invoice,7/20/15,INV13959,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Granite Falls School District 332,Granite Falls School District 332,2015,,,
Invoice,2/12/15,INV13340,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,CA,Green Acres Elementary,Live Oak School District,2015,,,
Invoice,5/7/15,INV13669,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,CA,Green Acres Elementary,Live Oak School District,2015,,,
Invoice,6/29/15,INV13887,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,,Griffin Creek Elem School,Medford School District,2015,,,
Invoice,10/19/15,INV14467,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Helen Keller Elem School,Lake Washington School District 414,2015,,,
Invoice,12/10/15,INV14741,ActivHub 2.4GHz Radio Frequency Communication Device for use with ActivBoard,1,$99.00,$99.00,CA,Helm Elementary School,Golden Plains Unified School District,2015,,,
Invoice,2/25/15,INV13416,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,1,$99.00,$99.00,WA,Holy Rosary School - Edmonds,PRIVATE,2015,,,
Invoice,2/25/15,INV13416,Installation,1,$99.00,$99.00,WA,Holy Rosary School - Edmonds,PRIVATE,2015,,,
